Date,Species,ER,Dose,Treatment,luciferase_1,luciferase_2,luciferase_3,bgal_1,bgal_2,bgal_3
7/15/22,loris,beta,Control,DAID,63,95,83,1.8868,1.9686,2.0233
7/15/22,loris,beta,Veh DMSO,DAID,75,81,66,1.8916,2.0608,1.8495
7/15/22,loris,beta,-10,DAID,76,79,51,1.9843,1.7716,1.7995
7/15/22,loris,beta,-9,DAID,53,56,75,1.6081,1.7085,1.811
7/15/22,loris,beta,-8,DAID,102,50,41,1.6893,1.8227,1.67
7/15/22,loris,beta,-7,DAID,54,64,61,1.7139,1.7871,1.6601
7/15/22,loris,beta,-6,DAID,115,106,83,1.8701,1.9084,1.9418
7/15/22,loris,beta,-5,DAID,8470,8698,6646,2.106,2.1235,1.9641
7/15/22,loris,beta,Control,EQUOL,79,67,70,2.0885,1.847,1.9439
7/15/22,loris,beta,Veh DMSO,EQUOL,71,64,95,1.8976,1.9263,2.0396
7/15/22,loris,beta,-10,EQUOL,66,65,72,2.0764,1.8569,2.0544
7/15/22,loris,beta,-9,EQUOL,64,55,77,1.8797,1.7861,1.8839
7/15/22,loris,beta,-8,EQUOL,55,52,66,1.8433,1.7923,2.007
7/15/22,loris,beta,-7,EQUOL,81,59,81,1.8134,1.784,1.9661
7/15/22,loris,beta,-6,EQUOL,156,134,154,1.8402,1.8622,1.94
7/15/22,loris,beta,-5,EQUOL,7740,7014,6667,1.8613,1.86,1.8165
7/15/22,human,beta,Veh DMSO,E2,165,279,176,2.2991,2.1943,2.1069
7/15/22,human,beta,-12,E2,259,171,181,2.0809,1.8313,1.8421
7/15/22,human,beta,-11,E2,823,560,567,2.2065,1.957,1.977
7/15/22,human,beta,-10,E2,5811,4726,4942,2.1931,1.9885,2.0451
7/15/22,human,beta,-9,E2,9499,8843,6943,2.1548,1.9646,1.7678
7/15/22,human,beta,-8,E2,9274,8680,7187,2.0994,1.9276,1.7907
7/15/22,human,beta,-7,E2,8620,9550,7699,1.9719,2.0734,1.747
7/15/22,human,beta,-6,E2,8324,8774,9055,2.0836,2.1066,1.984
7/15/22,human,beta,Control,GEN,156,229,175,1.8366,1.9697,1.8636
7/15/22,human,beta,Veh DMSO,GEN,129,156,121,1.9436,1.9843,1.8691
7/15/22,human,beta,-10,GEN,188,107,131,1.9116,1.8496,1.8235
7/15/22,human,beta,-9,GEN,151,150,143,1.8796,2.0189,1.7919
7/15/22,human,beta,-8,GEN,471,678,495,1.8446,1.9229,1.6346
7/15/22,human,beta,-7,GEN,3437,3040,2907,1.8005,1.7698,1.7438
7/15/22,human,beta,-6,GEN,5817,6270,6205,1.7743,1.8245,1.7473
7/15/22,human,beta,-5,GEN,8382,8983,7942,2.376,2.4972,2.4414
7/15/22,human,beta,Control,DAID,142,137,146,2.0973,1.9232,1.9291
7/15/22,human,beta,Veh DMSO,DAID,118,103,141,2.2227,1.9485,1.9982
7/15/22,human,beta,-10,DAID,123,103,78,2.1024,1.7536,1.6552
7/15/22,human,beta,-9,DAID,121,102,74,2.1014,1.6049,1.6434
7/15/22,human,beta,-8,DAID,126,87,89,2.1434,1.7296,1.6858
7/15/22,human,beta,-7,DAID,235,197,201,2.0974,1.5939,1.6609
7/15/22,human,beta,-6,DAID,2997,3185,3114,2.2007,1.9044,1.8039
7/15/22,human,beta,-5,DAID,9922,9047,8737,2.1597,2.0635,1.9208
7/15/22,human,beta,Control,EQUOL,74,105,67,2.514975,2.430275,1.698775
7/15/22,human,beta,Veh DMSO,EQUOL,115,75,95,2.570075,3.041775,1.840375
7/15/22,human,beta,-10,EQUOL,66,49,64,2.111875,2.061275,1.462775
7/15/22,human,beta,-9,EQUOL,56,95,77,2.281475,2.235175,1.652575
7/15/22,human,beta,-8,EQUOL,94,105,98,2.031175,2.105475,1.777475
7/15/22,human,beta,-7,EQUOL,300,337,457,2.275375,2.397975,1.851875
7/15/22,human,beta,-6,EQUOL,2531,2336,1998,2.150175,2.233975,1.646975
7/15/22,human,beta,-5,EQUOL,5584,4323,4290,1.881175,2.878475,1.989675
7/8/22,gorilla,alpha,Veh DMSO,E2,7706,7974,8099,1.9635,1.9696,1.9425
7/8/22,gorilla,alpha,Control,E2,8220,7702,8148,1.9368,1.7921,1.87
7/8/22,gorilla,alpha,-13,E2,9318,7543,6749,1.9748,1.6529,1.6322
7/8/22,gorilla,alpha,-12,E2,11161,11290,10931,1.6678,1.6959,1.6623
7/8/22,gorilla,alpha,-11,E2,27347,25733,23223,1.7894,1.6977,1.5875
7/8/22,gorilla,alpha,-10,E2,35781,32656,29742,1.6579,1.503,1.4204
7/8/22,gorilla,alpha,-9,E2,32854,33726,31684,1.5549,1.4919,1.4281
7/8/22,gorilla,alpha,-8,E2,33173,37592,34697,1.5414,1.6148,1.5809
7/8/22,gorilla,alpha,Control,ENTDIOL,6694,7524,6794,1.7872,1.9462,1.7964
7/8/22,gorilla,alpha,Veh DMSO,ENTDIOL,7863,6344,6332,1.8329,1.6099,1.5675
7/8/22,gorilla,alpha,-10,ENTDIOL,6059,5914,6336,1.6482,1.5108,1.5558
7/8/22,gorilla,alpha,-9,ENTDIOL,5984,7275,6306,1.4851,1.6908,1.5526
7/8/22,gorilla,alpha,-8,ENTDIOL,6057,5982,6414,1.5395,1.538,1.5756
7/8/22,gorilla,alpha,-7,ENTDIOL,5917,5577,6556,1.5382,1.4481,1.6607
7/8/22,gorilla,alpha,-6,ENTDIOL,7174,6591,7417,1.5937,1.6604,1.671
7/8/22,gorilla,alpha,-5,ENTDIOL,8320,8157,7933,1.7627,1.7649,1.7339
7/8/22,gorilla,alpha,-10,COU,7265,8054,7931,1.6272,1.7532,1.7495
7/8/22,gorilla,alpha,Veh DMSO,DAID,5946,6317,6287,1.6481,1.7862,1.6061
7/8/22,gorilla,alpha,-10,DAID,13679,13340,13314,1.406,1.4391,1.4903
7/8/22,gorilla,alpha,-9,DAID,12869,12064,12448,1.5314,1.4567,1.4708
7/8/22,gorilla,alpha,-8,DAID,20781,21375,20501,1.3072,1.3633,1.3321
7/8/22,gorilla,alpha,-7,DAID,6005,6159,6226,1.4402,1.448,1.4596
7/8/22,gorilla,alpha,-6,DAID,10968,8215,9000,1.4211,1.309,1.392
7/8/22,gorilla,alpha,-5,DAID,43484,43542,41849,1.6151,1.6095,1.6194
7/8/22,gorilla,alpha,Control,EQUOL,7832,7178,6202,1.952,1.7864,1.6281
7/8/22,gorilla,alpha,Veh DMSO,EQUOL,6251,6114,6619,1.7573,1.6751,1.8096
7/8/22,gorilla,alpha,-10,EQUOL,6710,7086,7598,1.523,1.565,1.6803
7/8/22,gorilla,alpha,-9,EQUOL,5272,5722,5924,1.4046,1.4884,1.5216
7/8/22,gorilla,alpha,-8,EQUOL,5677,5898,6339,1.4165,1.4465,1.5163
7/8/22,gorilla,alpha,-7,EQUOL,7786,9126,8588,1.4924,1.5958,1.6162
7/8/22,gorilla,alpha,-6,EQUOL,13011,12601,13256,1.5047,1.5141,1.6409
7/8/22,gorilla,alpha,-5,EQUOL,31242,30434,28801,1.5401,1.5413,1.5761
7/8/22,gorilla,beta,Veh DMSO,E2,39,31,34,1.9556,2.038,1.9876
7/8/22,gorilla,beta,-12,E2,27,31,25,2.0308,1.847,1.8855
7/8/22,gorilla,beta,-11,E2,66,44,55,1.9559,1.8164,1.8002
7/8/22,gorilla,beta,-10,E2,472,444,397,1.8744,1.7301,1.7195
7/8/22,gorilla,beta,-9,E2,2093,2116,1506,1.911,1.8276,1.647
7/8/22,gorilla,beta,-8,E2,2845,2777,2069,1.8855,1.8458,1.6056
7/8/22,gorilla,beta,-7,E2,3096,3048,2469,1.8632,1.9005,1.7477
7/8/22,gorilla,beta,-6,E2,2595,2829,2704,1.8679,1.9195,1.918
7/8/22,gorilla,beta,Control,ENTDIOL,36,24,26,1.7914,1.7895,1.8662
7/8/22,gorilla,beta,Veh DMSO,ENTDIOL,32,28,28,2.0221,1.8611,1.832
7/8/22,gorilla,beta,-10,ENTDIOL,18,32,31,1.6433,1.6614,1.6548
7/8/22,gorilla,beta,-9,ENTDIOL,25,28,34,1.5095,1.6638,1.725
7/8/22,gorilla,beta,-8,ENTDIOL,60,73,98,1.4222,1.7721,1.7666
7/8/22,gorilla,beta,-7,ENTDIOL,379,284,389,1.713,1.373,1.7268
7/8/22,gorilla,beta,-6,ENTDIOL,1118,984,1015,1.5598,1.6403,1.6481
7/8/22,gorilla,beta,-5,ENTDIOL,2826,3272,3013,2.2481,2.2324,2.3545
7/8/22,gorilla,beta,-10,COU,22,28,22,1.8782,1.7704,1.8178
7/8/22,gorilla,beta,Veh DMSO,DAID,35,31,34,1.798,1.7182,1.8298
7/8/22,gorilla,beta,-10,DAID,23,24,28,1.5412,1.472,1.4988
7/8/22,gorilla,beta,-9,DAID,29,23,27,1.5917,1.5752,1.5041
7/8/22,gorilla,beta,-8,DAID,30,14,28,1.5944,1.4667,1.5271
7/8/22,gorilla,beta,-7,DAID,36,38,32,1.4282,1.6211,1.5154
7/8/22,gorilla,beta,-6,DAID,313,241,408,1.5674,1.5143,1.5979
7/8/22,gorilla,beta,-5,DAID,2633,2404,2518,1.8181,1.79,1.84
7/8/22,gorilla,beta,Control,EQUOL,30,22,34,1.8202,1.9694,1.9622
7/8/22,gorilla,beta,Veh DMSO,EQUOL,19,31,19,1.6479,1.9164,1.6827
7/8/22,gorilla,beta,-10,EQUOL,28,28,21,1.5839,1.4652,1.6707
7/8/22,gorilla,beta,-9,EQUOL,23,16,21,1.5252,1.5,1.5323
7/8/22,gorilla,beta,-8,EQUOL,28,18,31,1.3836,1.6139,1.6779
7/8/22,gorilla,beta,-7,EQUOL,48,42,45,1.5425,1.5878,1.6104
7/8/22,gorilla,beta,-6,EQUOL,365,451,342,1.5535,1.6686,1.5766
7/8/22,gorilla,beta,-5,EQUOL,2041,1874,1789,1.8411,1.7586,1.7328
7/8/22,loris,alpha,Veh DMSO,E2,6268,5477,5571,1.8779,1.8453,1.8449
7/8/22,loris,alpha,Control,E2,5982,4872,5570,1.7772,1.7042,1.7048
7/8/22,loris,alpha,-13,E2,5415,4180,5365,1.733,1.4819,1.5426
7/8/22,loris,alpha,-12,E2,8361,7311,6837,1.6391,1.4909,1.5651
7/8/22,loris,alpha,-11,E2,24616,20735,20257,1.7319,1.4217,1.4367
7/8/22,loris,alpha,-10,E2,38192,35154,33446,1.5162,1.4433,1.3373
7/8/22,loris,alpha,-9,E2,42482,39457,37496,1.569,1.4686,1.3562
7/8/22,loris,alpha,-8,E2,40638,38308,40508,1.5878,1.4568,1.4703
7/8/22,loris,alpha,Control,ENTDIOL,4674,5388,4943,1.6497,1.7472,1.6776
7/8/22,loris,alpha,Veh DMSO,ENTDIOL,5109,5599,4782,1.767,1.7737,1.7329
7/8/22,loris,alpha,-10,ENTDIOL,4317,4242,3966,1.5719,1.549,1.5142
7/8/22,loris,alpha,-9,ENTDIOL,4304,3961,3935,1.3545,1.3926,1.4538
7/8/22,loris,alpha,-8,ENTDIOL,4362,3587,4366,1.4467,1.3681,1.4974
7/8/22,loris,alpha,-7,ENTDIOL,5296,4503,3691,1.6545,1.4077,1.4105
7/8/22,loris,alpha,-6,ENTDIOL,5144,5529,4915,1.5572,1.5598,1.568
7/8/22,loris,alpha,-5,ENTDIOL,5389,6005,4946,1.677,1.7347,1.6407
7/8/22,loris,alpha,-10,COU,5439,5170,5302,1.6103,1.6252,1.581
7/8/22,loris,alpha,Veh DMSO,DAID,4833,4304,4669,1.6845,1.7381,1.7674
7/8/22,loris,alpha,-10,DAID,9621,9743,10417,1.4458,1.412,1.4777
7/8/22,loris,alpha,-9,DAID,9543,9239,9144,1.4201,1.3695,1.3114
7/8/22,loris,alpha,-8,DAID,22017,22070,21475,1.3691,1.3203,1.3598
7/8/22,loris,alpha,-7,DAID,4754,4338,4575,1.5323,1.4647,1.4471
7/8/22,loris,alpha,-6,DAID,9765,8688,8651,1.4796,1.5287,1.4413
7/8/22,loris,alpha,-5,DAID,49521,50100,50045,1.5111,1.545,1.5394
7/8/22,loris,alpha,Control,EQUOL,4382,5908,4327,1.6633,1.807,1.6396
7/8/22,loris,alpha,Veh DMSO,EQUOL,5080,4459,4432,1.7676,1.6454,1.6136
7/8/22,loris,alpha,-10,EQUOL,5290,5124,4898,1.5609,1.6067,1.5037
7/8/22,loris,alpha,-9,EQUOL,3927,4243,3786,1.4182,1.4124,1.3765
7/8/22,loris,alpha,-8,EQUOL,4796,4709,4777,1.4612,1.4905,1.5182
7/8/22,loris,alpha,-7,EQUOL,6226,5647,5928,1.4708,1.441,1.4455
7/8/22,loris,alpha,-6,EQUOL,12195,11849,10682,1.4362,1.4916,1.4245
7/8/22,loris,alpha,-5,EQUOL,37294,37460,30822,1.4554,1.4896,1.3522
7/8/22,loris,beta,Veh DMSO,E2,84,83,67,1.9992,1.869,2.0137
7/8/22,loris,beta,-11,E2,104,69,79,1.9793,1.6897,1.7148
7/8/22,loris,beta,-10,E2,80,69,62,1.9056,1.6286,1.6607
7/8/22,loris,beta,-9,E2,183,173,131,1.8862,1.7,1.7089
7/8/22,loris,beta,-8,E2,5122,4675,3983,1.8086,1.7493,1.6268
7/8/22,loris,beta,-7,E2,19772,17833,15149,1.7498,1.6846,1.5402
7/8/22,loris,beta,-6,E2,21522,19500,19923,1.7724,1.7008,1.6701
7/8/22,loris,beta,-5,E2,23046,17974,21400,2.0824,1.8714,1.959
7/8/22,loris,beta,Control,ENTDIOL,61,69,73,1.9262,2.016,1.881
7/8/22,loris,beta,Veh DMSO,ENTDIOL,67,64,47,1.9076,1.9272,1.8162
7/8/22,loris,beta,-10,ENTDIOL,54,52,58,1.613,1.7915,1.6315
7/8/22,loris,beta,-9,ENTDIOL,56,46,48,1.4967,1.522,1.5909
7/8/22,loris,beta,-8,ENTDIOL,59,48,56,1.5776,1.6845,1.6308
7/8/22,loris,beta,-7,ENTDIOL,144,48,66,1.5865,1.6516,1.6071
7/8/22,loris,beta,-6,ENTDIOL,195,177,146,1.7175,1.9023,1.6887
7/8/22,loris,beta,-5,ENTDIOL,20755,21283,20828,2.1349,2.203,2.1627
7/8/22,loris,beta,-10,COU,66,75,63,1.8144,1.9038,1.8403
7/8/22,loris,beta,Veh DMSO,DAID,56,85,71,1.8711,1.9194,1.9911
7/8/22,loris,beta,-10,DAID,47,73,60,1.5307,1.5665,1.5318
7/8/22,loris,beta,-9,DAID,47,48,47,1.4875,1.5082,1.6134
7/8/22,loris,beta,-8,DAID,52,47,50,1.6372,1.533,1.5127
7/8/22,loris,beta,-7,DAID,69,46,60,1.6322,1.584,1.5527
7/8/22,loris,beta,-6,DAID,76,75,89,1.699,1.6656,1.6324
7/8/22,loris,beta,-5,DAID,6047,6584,6603,1.7334,1.903,1.8491
7/8/22,loris,beta,Control,EQUOL,63,59,47,1.94,1.8981,1.7214
7/8/22,loris,beta,Veh DMSO,EQUOL,71,74,58,1.8101,1.8617,1.6318
7/8/22,loris,beta,-10,EQUOL,55,56,47,1.7028,1.6276,1.81
7/8/22,loris,beta,-9,EQUOL,52,69,44,1.5909,1.6156,1.5934
7/8/22,loris,beta,-8,EQUOL,57,46,44,1.5921,1.5277,1.6041
7/8/22,loris,beta,-7,EQUOL,48,54,43,1.6422,1.6133,1.6874
7/8/22,loris,beta,-6,EQUOL,99,115,115,1.8131,1.6761,1.6952
7/8/22,loris,beta,-5,EQUOL,6132,7113,7485,1.817,1.8007,1.8127
7/8/22,human,beta,Veh DMSO,E2,98,71,79,1.815,1.4325,1.5649
7/8/22,human,beta,-12,E2,101,74,80,1.8064,1.533,1.5692
7/8/22,human,beta,-11,E2,337,223,147,1.7362,1.5677,1.5275
7/8/22,human,beta,-10,E2,2310,2854,1950,1.6726,1.6279,1.349
7/8/22,human,beta,-9,E2,6189,6438,6289,1.6785,1.4886,1.5466
7/8/22,human,beta,-8,E2,7404,6873,6180,1.6256,1.5434,1.3684
7/8/22,human,beta,-7,E2,7984,8211,7374,1.6973,1.6684,1.4145
7/8/22,human,beta,-6,E2,7167,8227,8502,1.7005,1.7815,1.6732
7/8/22,human,beta,Control,ENTDIOL,67,70,49,1.4432,1.5916,1.4461
7/8/22,human,beta,Veh DMSO,ENTDIOL,152,173,166,1.5555,1.4409,1.5202
7/8/22,human,beta,-10,ENTDIOL,80,73,73,1.5339,1.4277,1.4254
7/8/22,human,beta,-9,ENTDIOL,93,128,74,1.3335,1.509,1.3465
7/8/22,human,beta,-8,ENTDIOL,670,611,748,1.4385,1.5541,1.4492
7/8/22,human,beta,-7,ENTDIOL,3017,2825,2851,1.4491,1.3536,1.4241
7/8/22,human,beta,-6,ENTDIOL,6079,5912,6041,1.5678,1.522,1.5607
7/8/22,human,beta,-5,ENTDIOL,8848,7192,8210,2.0092,1.9837,2.0047
7/8/22,human,beta,-10,COU,64,55,75,1.2061,1.268,1.3001
7/8/22,human,beta,Veh DMSO,DAID,69,73,83,1.3727,1.5439,1.4575
7/8/22,human,beta,-10,DAID,61,66,82,1.2484,1.3973,1.5303
7/8/22,human,beta,-9,DAID,53,69,67,1.2443,1.4078,1.5258
7/8/22,human,beta,-8,DAID,72,88,75,1.299,1.3733,1.3919
7/8/22,human,beta,-7,DAID,147,189,196,1.3462,1.3876,1.3407
7/8/22,human,beta,-6,DAID,2598,2962,3053,1.3858,1.3419,1.4467
7/8/22,human,beta,-5,DAID,7429,7881,8522,1.5016,1.5588,1.5755
7/8/22,human,beta,Control,EQUOL,71,63,61,1.4323,1.6362,1.4935
7/8/22,human,beta,Veh DMSO,EQUOL,74,84,63,1.5743,1.6178,1.5022
7/8/22,human,beta,-10,EQUOL,83,92,79,1.4523,1.4412,1.4322
7/8/22,human,beta,-9,EQUOL,72,89,74,1.4525,1.5126,1.4087
7/8/22,human,beta,-8,EQUOL,92,91,74,1.5083,1.4098,1.3279
7/8/22,human,beta,-7,EQUOL,347,298,365,1.4815,1.5483,1.3795
7/8/22,human,beta,-6,EQUOL,2901,3012,3262,1.4192,1.5003,1.4203
7/8/22,human,beta,-5,EQUOL,6558,6467,6430,1.4888,1.5533,1.6258
7/1/22,gorilla,beta,Veh DMSO,E2,35,27,30,1.7939,1.8629,1.7192
7/1/22,gorilla,beta,-12,E2,32,25,20,1.7944,1.7348,1.6331
7/1/22,gorilla,beta,-11,E2,38,41,39,1.7454,1.6716,1.5769
7/1/22,gorilla,beta,-10,E2,611,525,479,1.7921,1.6467,1.7075
7/1/22,gorilla,beta,-9,E2,1891,1843,1848,1.7513,1.6865,1.673
7/1/22,gorilla,beta,-8,E2,2491,2577,2124,1.7347,1.8258,1.4379
7/1/22,gorilla,beta,-7,E2,2544,3090,2610,1.7978,1.8161,1.6479
7/1/22,gorilla,beta,-6,E2,2882,2277,2728,1.8867,1.8107,1.7715
7/1/22,gorilla,beta,Veh DMSO,E1,33,38,36,1.7269,1.7742,1.6785
7/1/22,gorilla,beta,-12,E1,27,25,28,1.6656,1.6471,1.6381
7/1/22,gorilla,beta,-11,E1,33,41,35,1.4546,1.6232,1.5695
7/1/22,gorilla,beta,-10,E1,31,39,32,1.4488,1.4858,1.4404
7/1/22,gorilla,beta,-9,E1,140,132,184,1.5974,1.5692,1.4987
7/1/22,gorilla,beta,-8,E1,1021,1002,1159,1.5084,1.3515,1.5972
7/1/22,gorilla,beta,-7,E1,2197,1851,2221,1.5823,1.5007,1.613
7/1/22,gorilla,beta,-6,E1,2550,2291,3084,1.8339,1.7745,1.6811
7/1/22,gorilla,beta,Veh DMSO,E3,19,38,25,1.5083,1.7068,1.6893
7/1/22,gorilla,beta,-12,E3,25,36,32,1.5834,1.5472,1.5426
7/1/22,gorilla,beta,-11,E3,27,27,24,1.4639,1.4156,1.4792
7/1/22,gorilla,beta,-10,E3,126,130,107,1.6079,1.4673,1.5343
7/1/22,gorilla,beta,-9,E3,1073,957,983,1.4093,1.3434,1.5534
7/1/22,gorilla,beta,-8,E3,1586,1563,1463,1.3999,1.3378,1.4925
7/1/22,gorilla,beta,-7,E3,2570,1863,1884,1.5549,1.4005,1.5629
7/1/22,gorilla,beta,-6,E3,1727,2309,2122,1.5235,1.6435,1.6798
7/1/22,gorilla,beta,Control,COU,21,18,15,1.6443,1.5128,1.3793
7/1/22,gorilla,beta,Veh DMSO,COU,27,20,17,1.6024,1.5169,1.4388
7/1/22,gorilla,beta,-10,COU,20,21,18,1.513,1.36,1.5356
7/1/22,gorilla,beta,-9,COU,22,18,23,1.407,1.378,1.5374
7/1/22,gorilla,beta,-8,COU,65,61,56,1.6063,1.5356,1.5658
7/1/22,gorilla,beta,-7,COU,642,541,528,1.5351,1.3245,1.5782
7/1/22,gorilla,beta,-6,COU,1890,1784,1568,1.514,1.6005,1.5279
7/1/22,gorilla,beta,-5,COU,2362,2283,1940,1.5555,1.6027,1.5421
7/1/22,loris,beta,Veh DMSO,E2,28,33,43,1.7141,1.5739,1.5776
7/1/22,loris,beta,-11,E2,56,41,30,2.0657,1.6943,1.5908
7/1/22,loris,beta,-10,E2,50,35,48,2.0399,1.6077,1.6254
7/1/22,loris,beta,-9,E2,106,96,83,1.9922,1.8112,1.6357
7/1/22,loris,beta,-8,E2,3026,2902,2694,1.7525,1.6128,1.5583
7/1/22,loris,beta,-7,E2,11169,9584,9129,1.741,1.5656,1.5103
7/1/22,loris,beta,-6,E2,13386,12279,12319,1.8575,1.7026,1.6191
7/1/22,loris,beta,-5,E2,13561,13770,13340,2.2393,2.0315,1.9818
7/1/22,loris,beta,Veh DMSO,E1,32,93,48,1.6239,1.6279,1.6805
7/1/22,loris,beta,-11,E1,31,43,33,1.7148,1.6446,1.6033
7/1/22,loris,beta,-10,E1,38,28,50,1.586,1.6419,1.6176
7/1/22,loris,beta,-9,E1,53,52,35,1.5705,1.621,1.6408
7/1/22,loris,beta,-8,E1,242,226,219,1.6304,1.4991,1.5502
7/1/22,loris,beta,-7,E1,4793,4930,4660,1.5055,1.5419,1.6121
7/1/22,loris,beta,-6,E1,8014,7479,7773,1.5545,1.4976,1.5639
7/1/22,loris,beta,-5,E1,10370,8744,9280,2.0217,1.8063,1.9157
7/1/22,loris,beta,Veh DMSO,E3,27,26,34,1.2855,1.337,1.5775
7/1/22,loris,beta,-11,E3,35,38,39,1.4968,1.5272,1.6196
7/1/22,loris,beta,-10,E3,27,31,32,1.3087,1.3983,1.4223
7/1/22,loris,beta,-9,E3,31,34,40,1.3525,1.4543,1.4904
7/1/22,loris,beta,-8,E3,85,62,69,1.4522,1.4532,1.5173
7/1/22,loris,beta,-7,E3,2430,2237,1910,1.6148,1.5064,1.472
7/1/22,loris,beta,-6,E3,9634,11178,9261,1.5105,1.5702,1.4065
7/1/22,loris,beta,-5,E3,10106,12662,10801,1.6126,1.7972,1.5928
7/1/22,loris,beta,Control,COU,41,22,38,1.4851,1.4442,1.4722
7/1/22,loris,beta,Veh DMSO,COU,27,44,41,1.5206,1.8055,1.7926
7/1/22,loris,beta,-10,COU,27,30,30,1.6417,1.5475,1.7486
7/1/22,loris,beta,-9,COU,34,36,38,1.6101,1.7054,1.6837
7/1/22,loris,beta,-8,COU,41,39,28,1.6583,1.596,1.6652
7/1/22,loris,beta,-7,COU,48,31,63,1.6657,1.615,1.7299
7/1/22,loris,beta,-6,COU,88,99,80,1.6567,1.7047,1.6799
7/1/22,loris,beta,-5,COU,4926,5188,3898,1.8028,1.7928,1.8114
7/1/22,gorilla,alpha,-10,COU,1155,1233,1099,1.4438,1.2753,1.324
7/1/22,gorilla,alpha,Veh DMSO,E2,1449,1337,1182,1.5744,1.4076,1.1421
7/1/22,gorilla,alpha,-13,E2,3541,3568,3436,1.4487,1.264,1.2815
7/1/22,gorilla,alpha,-12,E2,2342,2370,2255,1.4748,1.2954,1.3203
7/1/22,gorilla,alpha,-11,E2,4170,4212,3980,1.4172,1.3255,1.253
7/1/22,gorilla,alpha,-10,E2,5348,5113,5380,1.341,1.1924,1.2389
7/1/22,gorilla,alpha,-9,E2,5343,5862,5510,1.2774,1.2776,1.2342
7/1/22,gorilla,alpha,-8,E2,5286,4886,5134,1.222,1.1829,1.1917
7/1/22,gorilla,alpha,Control,GEN,871,970,1011,1.2839,1.2894,1.2701
7/1/22,gorilla,alpha,Veh DMSO,GEN,1303,1363,1387,1.1712,1.2842,1.4041
7/1/22,gorilla,alpha,-10,GEN,965,955,1060,1.1368,1.1346,1.2834
7/1/22,gorilla,alpha,-9,GEN,1286,1220,1281,1.1994,1.2027,1.1291
7/1/22,gorilla,alpha,-8,GEN,1101,1174,1206,1.1008,1.2293,1.2396
7/1/22,gorilla,alpha,-7,GEN,2004,2035,1896,1.3901,1.4077,1.2968
7/1/22,gorilla,alpha,-6,GEN,2819,2832,2762,1.2621,1.3529,1.2247
7/1/22,gorilla,alpha,-5,GEN,7629,8014,8414,1.5742,1.5516,1.6054
7/1/22,gorilla,alpha,Control,DAID,790,664,829,1.0331,0.9764,1.1312
7/1/22,gorilla,alpha,Veh DMSO,DAID,1203,1219,1254,1.1413,1.1717,1.1321
7/1/22,gorilla,alpha,-10,DAID,2057,2041,1895,1.0657,1.1588,1.0681
7/1/22,gorilla,alpha,-9,DAID,1421,1495,1364,1.3898,1.2012,1.2562
7/1/22,gorilla,alpha,-8,DAID,1791,1656,1836,1.3161,1.1797,1.2676
7/1/22,gorilla,alpha,-7,DAID,1425,1667,1399,1.31,1.2335,1.1966
7/1/22,gorilla,alpha,-6,DAID,2335,2456,2455,1.1346,1.1748,1.2067
7/1/22,gorilla,alpha,-5,DAID,5996,6386,6575,1.1321,1.1153,1.1954
7/1/22,gorilla,alpha,Control,EQUOL,767,700,690,1.0797,0.9243,1.0048
7/1/22,gorilla,alpha,Veh DMSO,EQUOL,1259,1328,1430,1.2059,1.4061,1.3955
7/1/22,gorilla,alpha,-10,EQUOL,1324,1436,1526,1.3003,1.2433,1.3906
7/1/22,gorilla,alpha,-9,EQUOL,3050,3443,3251,1.1248,1.239,1.2411
7/1/22,gorilla,alpha,-8,EQUOL,902,979,911,1.1768,1.2663,1.2651
7/1/22,gorilla,alpha,-7,EQUOL,1175,1076,1031,1.2594,1.2896,1.3216
7/1/22,gorilla,alpha,-6,EQUOL,2316,2103,2097,1.2034,1.2253,1.1626
7/1/22,gorilla,alpha,-5,EQUOL,5448,4803,4951,1.2422,1.1763,1.2535
7/1/22,loris,alpha,-10,COU,674,819,811,1.5089,1.3923,1.5357
7/1/22,loris,alpha,Veh DMSO,E2,784,870,774,1.6716,1.4842,1.5024
7/1/22,loris,alpha,-13,E2,2793,2653,2545,1.5462,1.3326,1.3089
7/1/22,loris,alpha,-12,E2,1393,1405,1380,1.5931,1.4335,1.3848
7/1/22,loris,alpha,-11,E2,3593,3659,3729,1.5728,1.4315,1.4596
7/1/22,loris,alpha,-10,E2,6202,6017,5381,1.5018,1.3761,1.291
7/1/22,loris,alpha,-9,E2,6158,6503,6280,1.4037,1.3692,1.3327
7/1/22,loris,alpha,-8,E2,5583,6341,6561,1.3586,1.3971,1.3578
7/1/22,loris,alpha,Control,GEN,586,505,566,1.3661,1.4009,1.3667
7/1/22,loris,alpha,Veh DMSO,GEN,811,868,921,1.4783,1.4619,1.4339
7/1/22,loris,alpha,-10,GEN,481,556,483,1.1546,1.1808,1.1005
7/1/22,loris,alpha,-9,GEN,729,635,774,1.3312,1.2052,1.3574
7/1/22,loris,alpha,-8,GEN,616,603,630,1.2664,1.1733,1.2446
7/1/22,loris,alpha,-7,GEN,1011,1072,1076,1.3016,1.343,1.3037
7/1/22,loris,alpha,-6,GEN,2376,2416,2394,1.3072,1.3378,1.3498
7/1/22,loris,alpha,-5,GEN,8431,8922,9039,1.7557,1.7706,1.7947
7/1/22,loris,alpha,Control,DAID,492,518,463,1.2665,1.3718,1.3358
