"ID"	"W1"	"W2"	"W4"	"W6"	"W7"	"W9"	"W10"	"W33"	"W42"	"W43"	"W52"	"W54"	"W57"	"W60"	"W63"	"W68"	"W73"	"W83"	"W84"	"W85"	"W87"	"W93"	"W94"	"W95"	"W96"	"W97"	"W100"	"W101"	"W104"	"W107"	"W108"	"W109"	"W111"	"W112"	"W114"	"W120"	"W121"	"W122"	"W123"	"W126"	"W127"	"W139"	"W140"	"W144"	"W150"	"W152"	"W153"	"W154"	"W164"	"W170"	"W181"	"W185"	"W187"	"W188"	"W189"	"W197"	"W221"	"W227"	"W228"	"W247"	"W251"	"W262"	"W265"	"W269"	"W280"	"W282"	"W318"
"txid1720294"	1	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	2	0	1	2	0	0	5	17	0	0	24	6	4	6	1	2	0	0	1	0	0	0	0	0	0	0	0	0
"txid2652274"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	14	72	2	0	123	20	14	8	5	1	2	0	0	1	0	0	0	0	0	0	0	0
"txid1432052"	21	16	9	8	10	23	14	25	43	12	15	29	8	11	12	46	8	76	26	48	7	47	16	6	12	26	12	18	28	18	8	43	28	34	19	14	80	22	24	29	6	60	76	39	7	15	13	29	54	7	22	26	26	17	50	25	15	30	29	4	2	62	37	15	43	74	38
"txid358742"	0	0	1	0	2	1	4	2	1	1	0	1	0	1	0	1	0	2	0	1	1	5	0	0	0	0	0	0	1	0	0	1	2	0	1	0	3	0	0	1	0	1	0	2	0	1	2	2	1	4	1	0	2	0	1	0	1	0	0	0	0	1	2	0	1	3	1
"txid208479"	35	7	7	2	13	16	41	14	21	4	8	14	3	22	10	8	5	26	5	24	3	12	6	2	3	1	7	5	10	2	3	8	10	5	47	2	24	8	8	21	3	12	26	23	22	24	43	8	14	57	36	24	35	17	20	24	6	5	20	1	4	27	31	8	4	16	13
"txid358743"	3	5	4	0	13	13	8	3	7	2	3	9	1	13	1	14	1	7	6	2	0	15	4	1	5	2	2	4	16	7	2	5	0	6	2	2	5	4	27	7	9	5	7	5	0	17	23	2	2	11	8	5	18	9	6	5	2	0	6	0	0	5	8	2	3	13	1
"txid1531"	2	1	0	0	1	2	1	0	1	0	0	0	1	0	0	1	0	2	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	5	1	0	1	2	0	2	1	1	1	1	2	6	0	1	1	3	3	1	1	1
"txid39482"	18	7	14	0	14	11	66	3	5	8	7	9	3	9	5	16	5	5	15	8	2	28	13	4	8	11	13	5	28	18	6	16	4	10	11	3	13	16	21	13	8	6	16	22	33	92	61	4	1	55	38	43	25	20	9	23	6	13	15	1	0	11	6	11	5	12	6
"txid1544"	2	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	1	0	2	0	1	0	1	0	1	0	0	1	0	0	0	0	1	1	0	1	1	0	1	0	0	2	1	2	6	2	2	0	30	2	1	0	4	1	0	1	0	0	0	0	0	0	0	0	0	0
"txid2885351"	1	1	1	1	2	2	2	1	1	1	0	2	1	0	0	1	2	0	0	1	2	1	1	1	0	1	1	0	0	1	0	0	0	0	2	0	0	1	0	2	0	0	0	1	2	2	4	2	0	1	4	2	3	1	1	0	3	0	0	0	0	1	4	0	0	0	1
"txid1469948"	5	3	4	2	4	3	8	3	6	1	0	4	1	0	1	2	0	4	2	2	1	9	2	3	3	0	1	3	3	2	2	10	3	0	11	1	10	4	0	8	2	1	7	12	9	5	8	4	2	8	6	13	9	1	8	4	4	2	4	0	1	5	5	3	2	5	5
"txid1512"	0	0	0	0	3	2	3	0	0	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	6	6	2	0	12	0	6	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid1917870"	6	3	3	1	10	5	14	11	10	2	4	3	1	4	2	5	1	17	3	7	2	3	2	2	3	2	1	3	2	2	0	9	14	3	14	1	9	4	2	5	1	8	11	8	6	5	22	6	15	55	11	8	14	8	3	4	1	3	12	0	0	18	10	4	5	18	1
"txid1852382"	12	6	6	4	3	6	10	12	11	5	8	4	2	4	6	13	5	24	4	12	3	3	2	3	5	5	4	6	4	3	3	8	26	6	27	5	32	7	5	11	2	16	21	14	13	6	11	9	13	10	11	11	21	8	13	10	5	6	8	3	5	12	10	11	30	29	10
"txid253257"	13	8	17	1	22	15	63	2	6	5	7	5	2	14	6	15	6	7	13	5	7	36	10	2	9	8	8	7	17	16	4	17	2	9	12	5	7	14	23	10	7	7	16	20	46	105	59	4	5	96	40	36	38	17	9	17	5	13	18	1	0	18	17	12	6	15	3
"txid1286362"	4	1	1	0	3	0	7	1	0	0	0	3	1	1	1	4	0	3	2	2	1	0	0	0	0	0	0	0	0	3	0	0	0	0	5	0	6	1	4	2	0	0	8	0	2	3	18	1	0	3	5	2	5	2	4	2	1	6	6	0	1	6	4	1	2	12	1
"txid69825"	1	0	1	0	0	2	3	0	0	1	0	1	0	1	1	1	0	1	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3	0	4	0	1	0	0	0	1	1	3	2	8	0	0	5	1	3	2	2	0	1	0	1	2	0	0	3	2	1	1	2	0
"txid84030"	1	1	2	0	1	1	5	1	0	0	1	0	0	1	1	2	1	0	0	1	1	1	0	0	1	1	1	1	2	1	0	1	0	1	1	0	0	1	2	0	1	0	1	0	4	5	8	1	0	9	2	2	0	1	1	3	1	4	2	1	0	2	0	0	1	0	0
"txid29370"	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	2	1	1	0	0	2	2	7	1	2	0	1	4	33	24	0	0	9	4	0	2	3	0
"txid2219695"	0	0	1	0	1	1	0	0	1	2	0	0	0	2	0	2	0	2	1	0	0	0	0	0	0	0	1	1	3	0	0	0	1	0	0	0	2	0	1	1	1	0	0	0	1	10	4	0	0	15	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid168384"	5	2	2	1	14	4	12	2	4	0	4	2	2	1	2	3	2	6	2	9	2	0	0	0	1	1	2	1	2	1	2	1	2	2	3	0	6	2	0	8	2	6	7	9	5	6	16	4	2	13	7	7	11	1	1	4	3	2	4	0	1	8	7	3	4	3	0
"txid2594882"	10	4	6	0	2	3	6	0	0	11	0	10	1	53	12	21	3	0	5	0	0	3	0	0	1	0	0	1	12	2	0	0	0	6	0	0	0	3	8	1	10	0	1	2	3	7	7	3	0	25	7	3	11	2	1	3	0	0	1	0	0	1	0	0	0	0	0
"txid1720300"	10	10	10	0	5	12	10	0	0	21	0	18	0	89	18	35	3	0	12	0	6	6	2	0	3	1	1	1	25	8	0	1	0	9	0	0	0	10	14	4	21	0	3	1	3	7	8	4	0	37	8	4	12	2	1	0	0	0	4	0	0	0	6	0	0	0	0
"txid796944"	17	17	12	3	20	13	14	6	7	18	17	22	12	7	5	18	8	17	4	8	9	15	5	5	6	7	9	5	16	9	5	12	7	5	11	3	20	9	7	18	3	12	8	14	12	16	55	6	7	20	23	27	21	8	15	9	10	13	18	5	0	25	15	16	5	16	9
"txid796943"	284	320	304	125	985	295	439	224	177	250	237	282	171	256	182	317	177	203	160	266	151	344	150	108	219	181	146	187	244	199	172	353	171	243	288	120	312	187	242	438	152	293	271	544	354	311	931	128	162	369	414	577	395	115	231	266	433	240	404	49	55	460	275	271	218	296	145
"txid237576"	140	131	151	66	214	179	200	121	94	150	162	137	94	105	94	201	96	100	65	145	105	141	62	54	110	72	122	100	135	89	65	181	96	107	148	59	145	98	128	186	63	135	112	275	231	206	505	65	98	167	205	283	133	99	114	149	219	156	237	24	13	265	178	137	119	189	107
"txid2606632"	1	2	2	1	0	1	2	3	1	2	1	6	2	1	1	2	0	3	2	4	2	3	0	4	1	1	1	1	3	2	1	1	2	3	0	1	1	3	1	2	1	2	0	10	4	0	10	1	5	0	3	9	5	1	4	3	4	4	2	1	1	4	4	3	2	2	0
"txid180332"	1	1	2	0	1	2	10	0	1	1	1	3	1	2	1	2	0	2	1	0	1	0	2	0	1	1	1	1	3	4	1	2	0	3	0	1	0	1	3	2	1	0	0	4	1	10	18	0	0	9	1	5	1	1	1	3	2	2	3	1	0	1	2	0	1	0	0
"txid585394"	0	0	0	2	0	0	1	3	5	1	1	1	0	1	0	6	1	8	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	7	0	0	0	0	0	2	1	20	2	1	1	2	0	3	2	2	2	1	0	3	1	0	0	3	0
"txid2606635"	4	9	7	10	10	7	19	8	16	0	2	10	2	3	9	3	4	9	2	8	2	6	3	0	2	1	1	1	4	7	2	3	10	2	24	0	14	1	4	4	0	9	13	13	5	7	25	6	9	29	18	21	19	7	11	10	4	6	11	0	0	6	4	2	7	11	6
"txid2763667"	102	39	41	7	147	43	51	18	18	16	9	22	11	24	7	25	13	26	14	23	10	31	11	10	13	11	10	13	20	13	10	29	15	15	44	6	43	14	15	45	9	23	39	23	34	18	151	13	20	116	47	38	46	15	37	34	14	12	30	1	9	91	55	19	17	31	12
"txid169435"	0	0	3	0	4	4	6	0	4	0	0	2	0	1	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	7	17	33	3	0	30	3	7	4	1	4	5	0	1	0	0	0	0	0	0	0	14	0
"txid1871018"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	12	2	1	0	7	37	0	5	1	0	6	0	0	0	0	0	0	0	0	0	0	0
"txid642589"	0	0	1	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0	4	1	0	2	5	0	0	2	5	4	1	9	2	7	1	0	1	0	0	0	0	0	0	0	0
"txid292800"	37	4	14	0	5	16	55	9	20	25	1	8	2	42	16	56	7	11	16	5	2	60	6	0	19	1	7	10	51	9	1	28	3	27	12	3	45	8	30	25	16	24	12	20	10	43	48	7	14	153	29	36	27	20	11	18	1	9	18	1	1	36	12	2	7	42	2
"txid2764322"	3	0	0	0	0	5	4	0	0	4	0	0	0	1	2	1	3	0	19	0	1	39	1	0	1	0	0	1	11	0	0	0	0	0	0	0	0	10	0	0	1	0	6	1	23	24	12	10	0	2	5	9	6	0	5	4	0	0	0	0	0	0	4	0	0	0	0
"txid1841867"	0	0	0	0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	2	2	1	6	18	7	0	18	7	4	9	0	1	4	0	0	0	0	0	0	0	0	0	2	0
"txid1550024"	3	5	2	0	4	3	7	0	0	4	0	0	0	9	1	3	1	0	9	0	0	11	0	0	0	0	1	4	8	0	0	2	0	0	0	0	0	5	3	4	3	0	0	0	2	32	42	3	0	89	29	24	9	8	7	6	1	0	4	0	0	1	0	0	0	0	0
"txid44749"	2	0	0	0	0	0	2	0	1	0	0	3	0	6	1	1	0	0	3	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	3	4	0	0	0	5	3	3	4	1	0	0	1	1	4	3	1	5	2	0	0	3	0	0	10	5	0	0	0	0
"txid1535"	1	0	1	0	0	0	1	0	0	0	0	0	0	3	1	1	0	0	2	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	4	2	2	0	22	5	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
"txid2741"	7	2	1	2	0	2	5	4	4	1	3	0	1	3	1	3	0	1	1	2	0	2	0	0	0	0	0	0	0	2	0	0	0	0	3	0	7	0	4	2	1	1	4	2	2	6	46	8	0	64	24	8	3	1	1	3	1	0	3	1	3	2	5	0	2	2	2
"txid2211183"	0	0	2	0	1	2	6	0	0	0	0	0	0	0	1	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	20	4	13	9	36	5	0	21	30	5	19	4	13	6	1	0	0	0	0	0	22	0	0	0	0
"txid1702285"	17	2	8	0	3	10	19	0	2	0	0	13	0	6	5	2	2	10	7	8	1	19	0	0	1	0	0	0	0	0	0	0	6	0	32	0	8	7	1	0	0	0	65	10	24	16	39	4	0	66	34	19	42	33	33	73	1	6	17	0	0	22	13	0	3	1	0
"txid2606629"	2	2	0	3	2	1	1	3	2	1	3	0	1	0	1	0	0	3	0	0	0	1	2	5	0	0	0	2	0	0	0	1	1	1	1	0	3	0	0	0	1	0	4	0	0	0	4	2	0	1	1	1	5	0	2	1	1	2	4	1	1	2	4	0	3	2	0
"txid33025"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	32	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
"txid2654621"	0	0	1	76	0	1	0	258	326	1	0	71	4	5	41	4	7	409	0	614	0	0	0	0	0	0	1	0	1	0	0	0	275	1	531	0	603	0	1	0	0	492	98	11	29	27	49	155	262	250	112	13	496	243	270	158	5	0	3	0	0	2	2	10	9	25	6
"txid742816"	859	700	1220	2203	770	796	442	1720	791	868	1214	1342	1184	473	933	629	1136	1061	1421	963	1147	404	1908	2724	1114	1146	1096	1367	1502	1631	1500	1403	843	1073	972	1706	551	1444	1085	757	843	1625	719	377	803	295	187	872	1502	18	935	267	938	945	1756	751	895	1047	680	171	63	550	295	135	918	679	1190
"txid158847"	61	39	60	182	32	38	28	102	102	79	106	89	116	14	33	59	102	125	85	111	95	22	81	189	51	42	105	50	123	87	74	63	69	61	94	96	60	84	43	47	44	178	55	26	55	25	15	177	164	2	70	28	66	66	148	55	56	52	41	5	6	32	28	8	48	40	40
"txid491921"	194	139	233	167	164	141	71	200	105	244	361	213	328	100	140	174	318	22	271	12	255	74	345	548	186	216	326	245	424	310	276	255	26	250	18	326	4	299	226	114	152	33	102	47	95	44	37	32	25	1	39	28	124	155	198	99	142	156	116	25	11	72	57	23	119	102	204
"txid82376"	0	1	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	2	0	0	1	0	1	0	2	0	0	13	6	8	9	2	3
"txid39950"	2	1	2	3	0	1	4	0	0	0	0	4	0	0	0	0	1	0	1	0	2	0	0	3	2	4	0	1	1	3	1	1	0	2	1	1	0	4	2	3	0	1	0	8	5	3	3	3	1	2	4	8	3	5	0	4	5	2	5	0	0	7	0	8	2	6	0
"txid308994"	599	582	566	709	451	670	863	220	29	416	238	358	284	323	383	438	298	68	334	47	359	752	476	295	539	483	446	424	519	395	290	406	193	533	37	290	14	687	459	578	260	286	607	1050	596	770	1028	428	233	184	934	1260	716	616	476	682	783	665	790	58	97	1141	680	2009	753	1095	562
"txid1064535"	45	43	29	36	38	46	34	29	37	78	81	58	76	38	63	42	64	28	53	6	43	13	20	37	34	30	49	32	57	35	42	16	25	33	15	39	8	45	18	18	19	31	44	44	52	27	15	30	35	3	26	38	33	15	45	53	46	29	47	14	0	33	66	50	57	27	22
"txid879612"	44	35	20	29	32	27	27	20	30	50	45	62	65	25	45	30	54	22	41	11	45	7	19	42	32	19	52	22	41	18	40	19	23	21	11	40	10	49	19	15	13	38	22	43	28	14	5	28	12	4	38	29	29	12	32	58	49	26	29	8	3	36	47	50	54	27	31
"txid1232428"	2107	2288	1547	2234	2062	2096	1699	1526	1333	2637	2166	2456	2922	2074	3142	1517	2387	1232	2446	758	1998	681	1428	1611	2150	2074	2267	1711	2061	1459	2312	1306	2050	1617	831	1794	519	1788	1314	636	949	1606	1298	2093	1991	1209	368	1650	1087	113	1215	1164	1246	426	1696	2027	2480	1775	1831	374	77	1956	2466	2885	2767	1399	1870
"txid349095"	20	12	4	9	9	13	16	7	13	17	17	20	24	10	15	11	13	3	12	6	17	3	6	13	8	10	12	8	12	8	14	11	8	7	3	7	2	20	6	6	5	22	8	30	23	2	5	6	8	0	8	13	12	4	8	10	17	19	17	2	0	28	35	35	33	16	23
"txid2144175"	93	94	55	86	102	83	87	62	78	198	159	111	224	116	152	114	168	52	111	39	100	26	71	79	106	106	188	94	169	72	111	72	94	69	37	86	24	90	52	34	49	72	80	108	101	66	27	78	61	3	83	51	68	28	100	90	113	83	89	13	5	86	141	124	138	75	83
"txid2045301"	5	2	1	0	1	3	3	0	0	0	0	6	0	0	2	0	0	0	0	0	3	0	0	4	0	0	0	1	0	1	0	0	0	0	0	1	0	5	1	0	1	2	0	1	3	0	0	2	0	0	0	0	4	0	2	4	5	0	4	0	0	5	4	6	5	3	3
"txid856"	0	1	2	0	9	2	2	0	0	6	7	0	1	8	0	0	0	0	0	0	0	162	4	0	0	10	1	7	2	1	0	10	0	2	0	0	0	0	1	23	7	0	0	2	0	1	3	0	0	5	0	8	1	0	1	1	0	2	0	1	16	19	4	2	3	37	140
"txid2606214"	0	0	1	0	3	2	6	10	0	0	0	0	1	1	1	1	9	0	2	0	1	2	0	2	5	1	5	0	1	3	2	1	0	1	0	1	0	2	0	2	0	0	2	0	1	0	2	0	1	0	0	5	2	0	5	2	0	2	0	0	0	0	0	0	0	0	0
"txid183670"	0	1	4	0	3	2	32	44	4	0	1	0	2	3	4	3	47	2	2	0	6	12	10	10	16	15	4	3	4	18	31	10	0	6	0	3	0	10	5	19	3	0	12	7	5	0	5	2	12	2	4	33	3	4	30	1	0	6	1	1	0	1	0	0	0	1	5
"txid1852381"	5	10	9	4	5	10	4	8	2	4	10	3	3	5	3	13	4	3	3	5	7	13	6	0	5	3	4	6	4	6	4	1	12	3	18	3	13	4	2	2	1	6	4	4	3	16	7	4	7	0	3	12	6	1	2	7	9	6	4	5	1	10	9	9	7	11	9
"txid2584944"	1	1	1	0	0	1	0	5	10	1	0	0	1	0	0	1	1	2	0	5	0	2	0	0	1	0	1	1	0	1	1	1	3	0	6	0	3	0	0	0	1	1	2	0	0	0	4	4	6	0	0	2	3	1	1	0	2	0	0	1	0	1	1	0	1	0	0
"txid1944635"	5	3	7	2	5	2	6	12	12	2	0	2	2	4	0	2	2	15	3	8	0	6	2	0	3	1	1	0	3	4	7	6	3	3	10	3	10	2	3	0	0	2	12	6	2	4	14	7	21	4	15	17	3	3	6	5	6	3	1	1	2	0	3	4	5	8	7
"txid70586"	0	0	0	0	3	0	0	18	2	0	0	0	0	5	0	8	29	0	0	0	0	10	6	0	8	5	6	0	3	0	0	10	0	0	0	0	0	0	2	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid70584"	0	0	0	0	1	0	0	6	1	0	0	0	1	0	1	3	11	0	1	0	0	0	0	0	5	0	4	1	2	2	2	3	0	0	0	1	0	3	6	3	0	0	4	0	0	0	4	0	0	0	2	5	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
"txid1056810"	3	0	49	5	1	0	0	0	0	0	0	8	0	0	0	0	0	2	0	0	0	2	0	0	0	1	0	0	0	0	0	0	12	0	0	0	10	1	0	256	173	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	5	1	248	7	0	1	0	0	0	0
"txid28898"	182	75	80	23	54	117	74	184	247	122	149	117	100	236	173	507	76	122	200	87	79	37	67	29	54	53	64	115	161	270	77	190	121	215	214	173	68	109	347	162	151	43	8	31	74	81	21	179	128	38	25	57	27	59	26	108	59	54	75	11	10	65	22	19	32	41	42
"txid2267891"	80	18	75	20	46	66	109	63	141	44	94	58	25	108	76	147	48	108	79	28	18	47	61	46	41	33	61	45	60	177	32	77	120	84	222	88	110	49	227	41	89	19	151	103	131	198	74	48	42	72	184	90	33	79	66	124	7	33	97	11	8	81	38	11	30	13	17
"txid2040648"	220	149	233	172	139	121	208	327	347	219	225	198	171	362	200	415	262	381	250	149	117	190	111	52	146	182	101	229	166	533	196	262	300	347	410	298	327	198	567	234	200	126	84	150	301	273	89	207	276	162	111	224	62	106	73	183	232	126	173	40	47	253	101	274	139	138	179
"txid222136"	63	43	69	48	51	37	67	88	153	112	91	57	85	121	63	196	109	127	60	43	40	57	34	13	54	59	55	73	64	133	56	84	106	105	103	90	91	49	198	63	52	30	21	36	74	81	37	59	73	56	32	69	15	33	23	47	60	34	39	8	7	66	32	58	40	33	37
"txid1591088"	3	2	3	1	1	2	4	4	3	2	3	3	3	4	3	8	3	8	5	4	2	2	2	1	2	1	3	2	3	8	2	3	2	4	6	7	5	5	12	6	4	1	1	4	3	5	2	4	0	2	1	7	1	4	0	3	4	0	2	0	0	5	1	2	0	0	1
"txid2293435"	1	1	3	4	0	0	0	3	2	0	5	0	1	0	0	5	2	7	0	3	1	0	0	0	1	0	0	1	1	3	2	0	4	3	11	4	13	2	2	1	1	2	0	1	0	2	0	3	4	3	1	1	0	0	0	3	1	1	6	1	2	2	0	2	0	2	0
"txid762983"	45	15	16	1	2	22	15	9	20	21	22	12	13	9	7	18	4	11	7	30	6	12	9	8	10	13	9	6	6	4	6	1	6	21	26	3	25	3	20	0	7	10	40	12	16	10	17	16	8	24	16	10	17	22	14	9	13	35	54	1	2	33	25	7	3	15	13
"txid35703"	8	16	0	0	0	1	0	0	2	25	0	0	0	39	0	0	0	0	0	5	2	10	6	0	0	1	2	0	1	1	0	0	0	0	0	0	33	0	3	24	274	1	0	0	1	1	2	0	0	0	0	0	1	6	0	7	0	3	0	578	405	1	97	1	5	2	23
"txid57706"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	46	0	1	0	0	0	1
"txid1748967"	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0	0	1	2	0	21	0	2	0	2	7	0	0	0	1	0	3
"txid67824"	1	4	0	1	0	0	0	0	2	6	0	1	1	0	0	0	0	0	0	0	4	4	2	0	0	1	1	1	0	1	0	0	0	1	0	1	1	0	0	1	252	9	0	0	1	2	0	3	0	0	0	0	0	0	0	0	0	0	0	3329	219	0	15	0	1	4	4
"txid1006003"	2	1	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	1	0	303	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	12	0	0	1	0	0	0	0	221	0	0	0	0	8	14
"txid67829"	3	1	0	0	0	0	1	0	4	0	0	0	1	1	0	0	0	0	0	3	0	1	0	0	0	0	1	3	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	2	137	0	2	0	0	12	1
"txid1563222"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	43	0	0	0	0	0	12
"txid2653932"	1	6	0	0	0	0	6	0	1	22	0	0	0	17	0	0	0	0	0	1	1	15	5	0	2	8	1	1	1	2	0	0	0	13	0	19	4	0	1	16	427	0	1	0	0	0	0	1	0	0	0	2	1	3	0	4	0	3	3	165	1162	1	71	0	1	14	16
"txid133448"	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	25	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	10	0	2	1	3	0	2
"txid69219"	0	31	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	11	0	0	0	1	1	0	0	0	0	0	0	1	0	0	4	0	1	0	2	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	4	7	1	0	0	0	0	0
"txid2497436"	3	11	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	0	4	3	8	13	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	0	0	5	0	1	1	0	0	0	0	0	6	0	0	0	5	0	1	28	0	0	0	1	0	0
"txid585054"	1	2	2	11	1	0	1	5	0	8	0	7	0	45	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	348	0	0	0	175	5	0	0	1	2	0	0	0	3	0	0	0	28	2	2	0	1	0	26	66	0	104	0	0	1	0
"txid2058152"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	73	0	0	0	0	0	0
"txid571"	0	17	0	0	0	0	0	0	2	10	0	1	2	0	0	0	1	4	0	38	15	12	3	1	2	8	3	3	0	0	2	0	4	2	6	0	27	1	0	1	200	2	0	1	7	4	3	2	1	0	1	2	1	3	0	2	2	1	0	123	512	2	150	2	10	2	2
"txid2587529"	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	2	0	6	0	2	1	0	2	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	9	1	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	133	1	1	0	0	1	0
"txid573"	0	34	0	0	0	0	0	0	1	10	3	0	1	0	0	0	0	4	0	13	1	12	7	0	0	2	5	1	2	0	0	1	1	1	0	0	17	0	0	4	61	4	0	1	0	1	2	1	0	0	0	0	0	2	0	1	0	0	5	0	49	1	4	1	0	24	0
"txid73098"	3	24	0	0	0	0	0	0	1	0	0	1	26	0	0	0	0	1	0	15	10	70	71	0	0	8	15	0	6	0	0	0	0	3	1	0	1	0	0	0	10	4	0	0	1	3	2	2	1	0	0	0	1	9	1	7	0	0	2	0	115	0	6	2	1	9	18
"txid623"	1	3	1	11	0	0	0	4	0	12	0	5	0	46	1	0	0	10	0	0	0	1	0	0	0	0	0	0	1	0	0	0	47	0	2	0	411	0	0	0	169	2	0	0	1	1	0	2	0	0	0	0	0	56	2	2	0	2	4	24	57	0	103	0	0	0	0
"txid546367"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0
"txid582"	1	1	0	2	0	0	2	0	25	1	9	2	2	9	4	0	0	2	12	16	16	4	12	0	10	12	9	27	3	0	0	0	2	0	0	1	9	2	0	0	79	0	1	7	0	2	0	1	0	0	0	0	3	9	0	19	0	0	2	1	34	2	5	2	1	1	3
"txid584"	10	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	23	1	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	50	0	6	0	0	0	2
