"ID"	"culi_1"	"culi_2"	"culi_3"	"culi_4"	"culi_6"	"culi_7"	"culi_8"	"culi_10"	"culi_11"	"culi_12"	"culi_15"	"culi_21"	"culi_25"	"culi_27"	"culi_28"	"culi_29"	"culi_30"	"culi_32"	"culi_36"	"culi_38"	"culi_39"	"culi_42"	"culi_43"	"culi_46"	"culi_48"	"culi_50"	"culi_51"	"culi_52"	"culi_54"	"culi_55"	"culi_58"	"culi_59"	"culi_61"	"culi_62"	"culi_64"	"culi_65"	"culi_68"	"culi_74"	"culi_75"	"culi_77"	"culi_81"	"culi_82"	"culi_83"	"culi_84"	"culi_85"	"culi_86"	"culi_87"	"culi_88"	"culi_89"	"culi_90"	"culi_91"	"culi_92"	"culi_93"	"culi_95"	"culi_96"	"culi_99"	"culi_100"	"culi_103"	"culi_105"	"culi_106"	"culi_107"	"culi_108"	"culi_109"	"culi_111"	"culi_113"	"culi_114"	"culi_115"	"culi_116"	"culi_117"	"culi_118"	"culi_119"	"culi_120"	"culi_121"	"culi_122"	"culi_123"	"culi_125"	"culi_126"	"culi_127"	"culi_128"	"culi_129"	"culi_133"	"culi_134"	"culi_135"	"culi_136"	"culi_137"	"culi_138"	"culi_139"	"culi_140"	"culi_141"	"culi_142"	"culi_143"	"culi_144"	"culi_145"	"culi_146"	"culi_147"	"culi_148"	"culi_150"	"culi_151"	"culi_152"	"culi_153"	"culi_154"	"culi_156"	"culi_157"	"culi_159"	"culi_161"	"culi_172"	"culi_174"	"culi_177"	"culi_178"	"culi_183"	"culi_187"	"culi_192"	"culi_196"	"culi_199"	"culi_200"	"culi_201"	"culi_202"	"culi_416"
"fpt36"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02
"fpt37"	0.42	0.07	0.36	0.24	0.09	0.33	0.06	0	0.02	0.04	0.04	0.07	0	0	0.02	0.07	0.09	0.02	0.04	0.07	0	0.2	0.11	0.09	0.13	0.16	0.49	0.11	0	0.09	0	0.02	0	0.09	0.11	0.2	0.02	0.02	0	12.96	2.23	0.07	0.07	0.04	0.04	0.2	0.07	0.45	0.02	0.33	0.11	0.29	0.04	0.29	0.07	0	0.2	0.22	0.04	0.04	0.24	0.02	0.24	0.13	0.53	2.09	0.09	0.07	0.11	0.69	0.09	1.27	0.18	0.04	0.18	0.04	0.02	0.09	0.04	0.04	0	0.02	0.02	0.07	0.04	0.3	0.51	0	0.33	0.04	0	0	0.11	0.04	0.02	0.13	0.02	1.05	1.56	0.45	0	0	0	0.02	0	0.04	0	0.09	0.02	0.07	0.16	0.05	0.25	0.78	0.02	0.51	0.65	2.23
"fpt38"	0.64	0.13	2.58	1.02	0.16	0.44	0.1	0	0.07	0.04	0.11	0.33	0.09	0.18	0.13	0.07	0.47	0.07	0.04	0.42	0.04	0.31	0.45	0.29	0.49	0.18	1.04	0.11	0.07	0.13	0	0.09	0	0.13	0.36	0.29	0.02	0.04	0.02	14.81	2.46	0.18	0.96	0.11	0.07	0.47	0.24	1.17	0.24	1.76	0.33	0.82	0.18	2.16	0.2	0.22	0.45	1.03	0.13	0.47	0.98	0.22	2.38	0.49	4.49	8.29	0.2	1.62	0.49	7.14	2.29	2.51	0.42	0.29	0.58	0.09	0.07	0.18	0.16	0.76	0.04	0.53	0.04	0.2	0.04	0.75	20.41	0.2	2.67	0.16	0.02	0.02	2.54	0.69	0.13	1.05	0.16	8.39	16.23	10.32	0.02	0.02	0.04	0.07	0.02	0.13	0.02	0.13	0.02	0.4	54.42	0.2	1.3	11.03	0.24	4.63	2.33	12.02
"fpt39"	0.42	0.07	0.36	0.24	0.09	0.33	0.06	0	0.02	0.04	0.04	0.07	0	0	0.02	0.07	0.09	0.02	0.04	0.07	0	0.2	0.11	0.09	0.13	0.16	0.49	0.11	0	0.09	0	0.02	0	0.09	0.11	0.2	0.02	0.02	0	12.96	2.23	0.07	0.07	0.04	0.04	0.2	0.07	0.45	0.02	0.33	0.11	0.29	0.04	0.29	0.07	0	0.2	0.22	0.04	0.04	0.24	0.02	0.24	0.13	0.53	2.09	0.09	0.07	0.11	0.69	0.09	1.27	0.18	0.04	0.18	0.04	0.02	0.09	0.04	0.04	0	0.02	0.02	0.07	0.04	0.3	0.51	0	0.33	0.04	0	0	0.11	0.04	0.02	0.13	0.02	1.05	1.56	0.45	0	0	0	0.02	0	0.04	0	0.09	0.02	0.07	0.16	0.05	0.25	0.78	0.02	0.51	0.65	2.23
"fpt40"	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0.02	0	0	0	0	0.01	0	0	0	0	0	0	0.02	0	0	0	0	0.02	0	0	0.02	0	0.04	0.02	0	0	0	0.04	0.02	0.02	0	0.02	0.02	0	0	0.02	0	0	0	0	0	0	0	0	0.02	0	0.02	0	0	0	0.02	0	0	0	0.02	0.04	0.13	0.16	0	0	0	0	0	0	0	0.02	0.02	0	0.09	0	0	0.07	0.02	0.09	0	0.09
"fpt41"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.01	0	0.02	0.04	0	0	0	0	0	0	0	0	0.02	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.04	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.04	0.11	0
"fpt42"	0.22	0.09	0.16	0.07	0.04	0.02	0.02	0	0	0.02	0	0.11	0.22	0.13	0.29	0.04	0.69	0.49	0.02	0.27	0.11	0.02	0.09	0.02	0.04	0.36	0.27	0.13	0.36	0.27	0.16	0.18	0.24	0.31	0.11	0.29	0.04	0.11	0.13	7.07	0.18	0.02	0.11	0	0.22	0.09	0	0.52	0.16	0.07	0.09	0.27	0.22	0.49	0.58	0.22	0.02	0	0.04	0.02	0.04	0.4	0.04	0.11	0.11	2.5	0.07	0.2	0.18	0.24	0.02	1.07	0.11	0.09	0	0	0.02	0.13	0.11	0.04	0.96	0.33	0.36	0.09	0.04	0.07	0.04	0.02	0.07	0.83	0.13	0	0.07	0.04	0.07	0.11	0.02	0.09	0.02	0.38	0.04	0.49	0.33	0.07	0.24	0	0.11	0.02	0.04	0.09	0.36	0.45	0.04	0.27	0.02	0.62	1.39	0.27
"fpt43"	0.07	0.02	0.04	0.02	0.07	0.04	0.04	0.02	0.04	0.02	0.04	0.09	0.02	0.04	0.07	0.04	0.02	0.09	0.07	0.02	0.07	0.04	0.04	0.07	0.02	0.09	0	0.04	0.02	0.07	0	0.02	0.11	0	0.02	0.02	0.07	0.02	0.02	0.04	0.04	0.09	0.04	0.02	0.02	0.02	0	0.02	0.09	0.04	0.04	0.02	0.09	0.11	0.09	0.04	0.02	0.09	0.04	0.04	0.04	0.11	0.16	0.09	0.09	0.09	0.02	0.11	0.04	0.04	0.04	0.07	0.07	0.09	0	0.02	0.04	0.09	0.07	0.02	0.11	0.09	0.02	0.02	0.02	0.06	0	0.04	0.02	0.11	0.04	0.04	0.07	0.02	0	0	0.09	0.16	0.04	0.13	0.02	0.02	0.02	0.04	0.07	0	0.02	0	0	0	0	0.27	0.04	0	0	0	0	0.13
"fpt44"	18.36	11.31	18.49	8.56	11.78	18.6	23.68	17.96	17.74	14.1	21.13	19.45	17.02	24.38	17.04	11.38	20.04	17.6	9.52	16.51	18.09	18.33	21.22	22.51	21.55	15.61	24.23	20.2	16.26	17.68	13.13	11.26	12.1	19.43	18.86	14.43	15.76	10.8	6.92	35.31	24.82	18.71	10.26	11.5	12.83	12.26	8.22	23.81	20.55	22.55	15.48	23.57	16.91	27.28	19.92	14.76	12.48	28.43	12.35	18.18	14.13	22.86	22.45	17.51	30.1	56.64	13.65	22.84	12.85	41.01	19.03	31.19	17.33	19.15	8.79	10.5	11.92	14.46	15.91	19.97	23.55	18.39	7.96	12.43	4.49	11.32	42.82	12.52	22.43	23.92	36.03	18.05	19.31	16.23	11.77	15.91	16.73	33	52.59	35.91	13.03	8.32	9.02	20.08	26.31	2.85	3.89	3.07	2.45	10.47	72.1	38.59	19.5	33.65	3.87	17.14	17.58	40.58
"fpt45"	17.47	10.89	17.2	7.98	11.49	17.53	23.18	17.23	17.27	13.68	20.88	18.71	16.19	22.85	16	11.02	18.76	16.62	9.47	15.56	17.51	17.62	20.67	22.15	20.64	15.16	23.23	19.75	15.43	16.61	12.86	10.9	11.32	18.49	18.64	13.76	15.29	10.45	6.63	34.44	23.15	17.24	9.28	11.25	12.23	11.59	7.93	22.09	19.97	21.05	14.68	22.21	16.42	25.99	19.05	14.33	11.82	25.77	11.97	17.51	13.44	22.26	21.74	17	26.47	51.67	13.38	22.13	12.31	39.3	17.92	30.64	16.5	18.57	8.34	10.14	11.63	14.11	15.51	19.01	22.12	17.3	7.43	11.94	4.33	10.39	27.76	12.03	19.56	23.02	29.94	17.87	18.37	14.69	10.77	15.39	16.44	28.57	48.62	33.79	12.61	8.25	8.56	19.26	24.76	2.16	3.67	2.8	2.09	9.65	70.31	37.42	18.41	31.69	3.34	16.39	16.17	38.14
