"identifier"	"food"	"mg_fed"
"HDZ-510-S411"	"Gum Arabic"	12000
"HDZ-510-S411"	"Invertebrates"	10000
"HDZ-510-S411"	"Protein Rotation"	2100
"HDZ-510-S411"	"Seasonal Veggie Rotation"	15000
"HDZ-504-S406"	"Biscuit"	13200
"HDZ-504-S406"	"Gum Arabic"	12000
"HDZ-504-S406"	"Invertebrates"	10000
"HDZ-504-S406"	"Protein Rotation"	2100
"HDZ-504-S406"	"Seasonal Veggie Rotation"	15000
"HDZ-498-S400"	"Biscuit"	13200
"HDZ-498-S400"	"Gum Arabic"	12000
"HDZ-498-S400"	"Invertebrates"	10000
"HDZ-498-S400"	"Protein Rotation"	2100
"HDZ-498-S400"	"Seasonal Veggie Rotation"	15000
"HDZ-492-S394"	"Biscuit"	13200
"HDZ-492-S394"	"Gum Arabic"	12000
"HDZ-492-S394"	"Invertebrates"	10000
"HDZ-492-S394"	"Protein Rotation"	2100
"HDZ-492-S394"	"Seasonal Veggie Rotation"	15000
"HDZ-505-E1"	"Biscuit"	13200
"HDZ-505-E1"	"Gum Arabic"	12000
"HDZ-505-E1"	"Invertebrates"	10000
"HDZ-505-E1"	"Protein Rotation"	2100
"HDZ-505-E1"	"Seasonal Veggie Rotation"	15000
"HDZ-480-S382"	"Biscuit"	13200
"HDZ-480-S382"	"Gum Arabic"	12000
"HDZ-480-S382"	"Invertebrates"	10000
"HDZ-480-S382"	"Protein Rotation"	2100
"HDZ-480-S382"	"Seasonal Veggie Rotation"	15000
"HDZ-517-S412"	"Biscuit"	13200
"HDZ-517-S412"	"Gum Arabic"	12000
"HDZ-517-S412"	"Invertebrates"	10000
"HDZ-517-S412"	"Protein Rotation"	2100
"HDZ-517-S412"	"Seasonal Veggie Rotation"	15000
"HDZ-499-S401"	"Biscuit"	13200
"HDZ-499-S401"	"Gum Arabic"	12000
"HDZ-499-S401"	"Invertebrates"	10000
"HDZ-499-S401"	"Protein Rotation"	2100
"HDZ-499-S401"	"Seasonal Veggie Rotation"	15000
"HDZ-493-S395"	"Biscuit"	13200
"HDZ-493-S395"	"Gum Arabic"	12000
"HDZ-493-S395"	"Invertebrates"	10000
"HDZ-493-S395"	"Protein Rotation"	2100
"HDZ-493-S395"	"Seasonal Veggie Rotation"	15000
"HDZ-487-S389"	"Biscuit"	13200
"HDZ-487-S389"	"Gum Arabic"	12000
"HDZ-487-S389"	"Invertebrates"	10000
"HDZ-487-S389"	"Protein Rotation"	2100
"HDZ-487-S389"	"Seasonal Veggie Rotation"	15000
"HDZ-481-S383"	"Biscuit"	13200
"HDZ-481-S383"	"Gum Arabic"	12000
"HDZ-481-S383"	"Invertebrates"	10000
"HDZ-481-S383"	"Protein Rotation"	2100
"HDZ-481-S383"	"Seasonal Veggie Rotation"	15000
"HDZ-486-S388"	"Biscuit"	13200
"HDZ-486-S388"	"Gum Arabic"	12000
"HDZ-486-S388"	"Invertebrates"	10000
"HDZ-486-S388"	"Protein Rotation"	2100
"HDZ-486-S388"	"Seasonal Veggie Rotation"	15000
"HDZ-525-S414"	"Biscuit"	13200
"HDZ-525-S414"	"Gum Arabic"	12000
"HDZ-525-S414"	"Invertebrates"	10000
"HDZ-525-S414"	"Protein Rotation"	2100
"HDZ-525-S414"	"Seasonal Veggie Rotation"	15000
"HDZ-522-S413"	"Biscuit"	13200
"HDZ-522-S413"	"Gum Arabic"	12000
"HDZ-522-S413"	"Invertebrates"	10000
"HDZ-522-S413"	"Protein Rotation"	2100
"HDZ-522-S413"	"Seasonal Veggie Rotation"	15000
"HDZ-526-E1"	"Biscuit"	13200
"HDZ-526-E1"	"Gum Arabic"	12000
"HDZ-526-E1"	"Invertebrates"	10000
"HDZ-526-E1"	"Protein Rotation"	2100
"HDZ-526-E1"	"Seasonal Veggie Rotation"	15000
"HDZ-530"	"Biscuit"	13200
"HDZ-530"	"Gum Arabic"	12000
"HDZ-530"	"Invertebrates"	10000
"HDZ-530"	"Protein Rotation"	2100
"HDZ-530"	"Seasonal Veggie Rotation"	15000
"HDZ-518-E1"	"Biscuit"	13200
"HDZ-518-E1"	"Gum Arabic"	12000
"HDZ-518-E1"	"Invertebrates"	10000
"HDZ-518-E1"	"Protein Rotation"	2100
"HDZ-518-E1"	"Seasonal Veggie Rotation"	15000
"HDZ-511-E1"	"Biscuit"	13200
"HDZ-511-E1"	"Gum Arabic"	12000
"HDZ-511-E1"	"Invertebrates"	10000
"HDZ-511-E1"	"Protein Rotation"	2100
"HDZ-511-E1"	"Seasonal Veggie Rotation"	15000
"HDZ-514-E1"	"Biscuit"	13200
"HDZ-514-E1"	"Gum Arabic"	12000
"HDZ-514-E1"	"Invertebrates"	10000
"HDZ-514-E1"	"Protein Rotation"	2100
"HDZ-514-E1"	"Seasonal Veggie Rotation"	15000
"HDZ-513-E1"	"Biscuit"	13200
"HDZ-513-E1"	"Gum Arabic"	12000
"HDZ-513-E1"	"Invertebrates"	10000
"HDZ-513-E1"	"Protein Rotation"	2100
"HDZ-513-E1"	"Seasonal Veggie Rotation"	15000
"HDZ-521-E1"	"Biscuit"	13200
"HDZ-521-E1"	"Gum Arabic"	12000
"HDZ-521-E1"	"Invertebrates"	10000
"HDZ-521-E1"	"Protein Rotation"	2100
"HDZ-521-E1"	"Seasonal Veggie Rotation"	15000
"HDZ-551"	"Biscuit"	13200
"HDZ-551"	"Gum Arabic"	12000
"HDZ-551"	"Invertebrates"	10000
"HDZ-551"	"Protein Rotation"	2100
"HDZ-551"	"Seasonal Veggie Rotation"	15000
"HDZ-550"	"Biscuit"	13200
"HDZ-550"	"Gum Arabic"	12000
"HDZ-550"	"Invertebrates"	10000
"HDZ-550"	"Protein Rotation"	2100
"HDZ-550"	"Seasonal Veggie Rotation"	15000
"HDZ-552"	"Biscuit"	13200
"HDZ-552"	"Gum Arabic"	12000
"HDZ-552"	"Invertebrates"	10000
"HDZ-552"	"Protein Rotation"	2100
"HDZ-552"	"Seasonal Veggie Rotation"	15000
"HDZ-547"	"Biscuit"	13200
"HDZ-547"	"Gum Arabic"	12000
"HDZ-547"	"Invertebrates"	10000
"HDZ-547"	"Protein Rotation"	2100
"HDZ-547"	"Seasonal Veggie Rotation"	15000
"HDZ-546"	"Biscuit"	13200
"HDZ-546"	"Gum Arabic"	12000
"HDZ-546"	"Invertebrates"	10000
"HDZ-546"	"Protein Rotation"	2100
"HDZ-546"	"Seasonal Veggie Rotation"	15000
"HDZ-556"	"Biscuit"	13200
"HDZ-556"	"Gum Arabic"	12000
"HDZ-556"	"Invertebrates"	10000
"HDZ-556"	"Protein Rotation"	2100
"HDZ-556"	"Seasonal Veggie Rotation"	15000
"HDZ-549"	"Biscuit"	13200
"HDZ-549"	"Gum Arabic"	12000
"HDZ-549"	"Invertebrates"	10000
"HDZ-549"	"Protein Rotation"	2100
"HDZ-549"	"Seasonal Veggie Rotation"	15000
"HDZ-548"	"Biscuit"	13200
"HDZ-548"	"Gum Arabic"	12000
"HDZ-548"	"Invertebrates"	10000
"HDZ-548"	"Protein Rotation"	2100
"HDZ-548"	"Seasonal Veggie Rotation"	15000
"HDZ-553"	"Biscuit"	13200
"HDZ-553"	"Gum Arabic"	12000
"HDZ-553"	"Invertebrates"	10000
"HDZ-553"	"Protein Rotation"	2100
"HDZ-553"	"Seasonal Veggie Rotation"	15000
"HDZ-555"	"Biscuit"	13200
"HDZ-555"	"Gum Arabic"	12000
"HDZ-555"	"Invertebrates"	10000
"HDZ-555"	"Protein Rotation"	2100
"HDZ-555"	"Seasonal Veggie Rotation"	15000
"HDZ-554"	"Biscuit"	13200
"HDZ-554"	"Gum Arabic"	12000
"HDZ-554"	"Invertebrates"	10000
"HDZ-554"	"Protein Rotation"	2100
"HDZ-554"	"Seasonal Veggie Rotation"	15000
"HDZ-311-S120"	"Biscuit"	13200
"HDZ-311-S120"	"Gum Arabic"	12000
"HDZ-311-S120"	"Invertebrates"	10000
"HDZ-311-S120"	"Protein Rotation"	2100
"HDZ-311-S120"	"Seasonal Veggie Rotation"	15000
